0,0,0,0,0,-40,0,40,0,0,-20,0,0,0,-60,-40,-40,-40,0,0,20,-40,40,40,0,60,0,0,0,0,-20,-20,-40,0,40,0,0,-20,0,0,0,0,40,0,0,40,40,40,-40,0,0,60,0,0,0,0,0,0,0,-40,20,40,20,-40,-40,-40,-60,0,0,40,0,0,0,0,20,-40,0,0,0,0,0,
0,0,0,0,-6.242365,-36.54123,0,36.54123,6.242365,0,25.07162,39.35853,0,39.65075,-32.02518,-41.76212,-24.37702,-95.84793,0,-39.35853,-25.07162,-41.76212,95.84793,24.37702,0,32.02518,-39.65075,0,0,0,25.07162,-46.92033,-43.23221,-39.35853,24.41953,8.686405,-6.242365,-46.92033,-8.686405,39.65075,54.39316,4.250686,95.84793,-29.56108,0,36.54123,24.41953,43.23221,-24.37702,-29.56108,0,32.02518,-15.31373,-4.250686,0,0,0,39.35853,-8.686405,-24.41953,-25.07162,43.23221,46.92033,-36.54123,-43.23221,-24.41953,-32.02518,4.250686,15.31373,24.37702,0,29.56108,6.242365,8.686405,46.92033,-95.84793,0,29.56108,-39.65075,-4.250686,-54.39316,
0,0,0,0,14.37805,-2.260918,0,2.260918,-14.37805,0,26.28376,-35.86948,0,-16.50417,-62.35713,-28.536,-0.8761765,-81.83533,0,35.86948,-26.28376,-28.536,81.83533,0.8761765,0,62.35713,16.50417,0,0,0,26.28376,35.08865,-44.45221,35.86948,49.46059,39.57113,14.37805,35.08865,-39.57113,-16.50417,-12.04447,-3.51878,81.83533,88.42218,0,2.260918,49.46059,44.45221,-0.8761765,88.42218,0,62.35713,-68.92269,3.51878,0,0,0,-35.86948,-39.57113,-49.46059,-26.28376,44.45221,-35.08865,-2.260918,-44.45221,-49.46059,-62.35713,-3.51878,68.92269,0.8761765,0,-88.42218,-14.37805,39.57113,-35.08865,-81.83533,0,-88.42218,16.50417,3.51878,12.04447,
0,0,0,0,-40.95759,-45.06182,0,45.06182,40.95759,0,-43.03787,-15.43601,0,8.96017,-18.35437,-54.22346,-62.36464,-65.58127,0,15.43601,43.03787,-54.22346,65.58127,62.36464,0,18.35437,-8.96017,0,0,0,-43.03787,-18.52341,-46.44876,15.43601,48.34675,28.58032,-40.95759,-18.52341,-28.58032,8.96017,-4.646863,23.55736,65.58127,-6.974924,0,45.06182,48.34675,46.44876,-62.36464,-6.974924,0,18.35437,-42.00532,-23.55736,0,0,0,-15.43601,-28.58032,-48.34675,43.03787,46.44876,18.52341,-45.06182,-46.44876,-48.34675,-18.35437,23.55736,42.00532,62.36464,0,6.974924,40.95759,28.58032,18.52341,-65.58127,0,6.974924,-8.96017,-23.55736,4.646863,
0,0,0,0,-2.815419,-39.017,0,39.017,2.815419,0,29.5413,-48.59509,0,37.65108,-15.92431,-79.61335,-79.37808,-71.86522,0,48.59509,-29.5413,-79.61335,71.86522,79.37808,0,15.92431,-37.65108,0,0,0,29.5413,15.22146,-12.35891,48.59509,13.25106,-7.129449,-2.815419,15.22146,7.129449,37.65108,52.06834,33.62998,71.86522,-74.42236,0,39.017,13.25106,12.35891,-79.37808,-74.42236,0,15.92431,9.200163,-33.62998,0,0,0,-48.59509,7.129449,-13.25106,-29.5413,12.35891,-15.22146,-39.017,-12.35891,-13.25106,-15.92431,33.62998,-9.200163,79.37808,0,74.42236,2.815419,-7.129449,-15.22146,-71.86522,0,74.42236,-37.65108,-33.62998,-52.06834,
0,0,0,0,-22.45134,-38.09583,0,38.09583,22.45134,0,-15.73058,0.1706183,0,6.909472,-5.476869,-68.31748,-2.042628,-95.91363,0,-0.1706183,15.73058,-68.31748,95.91363,2.042628,0,5.476869,-6.909472,0,0,0,-15.73058,-8.038038,-17.55533,-0.1706183,61.45684,-15.17624,-22.45134,-8.038038,15.17624,6.909472,90.10996,71.00777,95.91363,58.29689,0,38.09583,61.45684,17.55533,-2.042628,58.29689,0,5.476869,-28.09297,-71.00777,0,0,0,0.1706183,15.17624,-61.45684,15.73058,17.55533,8.038038,-38.09583,-17.55533,-61.45684,-5.476869,71.00777,28.09297,2.042628,0,-58.29689,22.45134,-15.17624,8.038038,-95.91363,0,-58.29689,-6.909472,-71.00777,-90.10996,
0,0,0,0,-22.45134,-38.09583,0,38.09583,22.45134,0,-15.73058,0.1706183,0,6.909472,-5.476869,-68.31748,-2.042628,-95.91363,0,-0.1706183,15.73058,-68.31748,95.91363,2.042628,0,5.476869,-6.909472,0,0,0,-15.73058,-8.038038,-17.55533,-0.1706183,61.45684,-15.17624,-22.45134,-8.038038,15.17624,6.909472,90.10996,71.00777,95.91363,58.29689,0,38.09583,61.45684,17.55533,-2.042628,58.29689,0,5.476869,-28.09297,-71.00777,0,0,0,0.1706183,15.17624,-61.45684,15.73058,17.55533,8.038038,-38.09583,-17.55533,-61.45684,-5.476869,71.00777,28.09297,2.042628,0,-58.29689,22.45134,-15.17624,8.038038,-95.91363,0,-58.29689,-6.909472,-71.00777,-90.10996,
0,0,0,0,-20.58036,-46.56165,0,46.56165,20.58036,0,39.32714,-22.80728,0,11.92047,-68.26671,-77.60584,-85.92165,-79.43946,0,22.80728,-39.32714,-77.60584,79.43946,85.92165,0,68.26671,-11.92047,0,0,0,39.32714,-43.04216,-72.54218,22.80728,13.30373,-12.86294,-20.58036,-43.04216,12.86294,11.92047,64.8435,70.396,79.43946,81.63357,0,46.56165,13.30373,72.54218,-85.92165,81.63357,0,68.26671,-44.96172,-70.396,0,0,0,-22.80728,12.86294,-13.30373,-39.32714,72.54218,43.04216,-46.56165,-72.54218,-13.30373,-68.26671,70.396,44.96172,85.92165,0,-81.63357,20.58036,-12.86294,43.04216,-79.43946,0,-81.63357,-11.92047,-70.396,-64.8435,
0,0,0,0,-39.70129,-35.96843,0,35.96843,39.70129,0,29.3378,15.61048,0,20.91948,-15.06736,-71.24308,-40.25363,-65.97535,0,-15.61048,-29.3378,-71.24308,65.97535,40.25363,0,15.06736,-20.91948,0,0,0,29.3378,10.15844,-55.99126,-15.61048,87.14002,26.95108,-39.70129,10.15844,-26.95108,20.91948,-32.3521,43.30319,65.97535,-69.38582,0,35.96843,87.14002,55.99126,-40.25363,-69.38582,0,15.06736,24.63181,-43.30319,0,0,0,15.61048,-26.95108,-87.14002,-29.3378,55.99126,-10.15844,-35.96843,-55.99126,-87.14002,-15.06736,43.30319,-24.63181,40.25363,0,69.38582,39.70129,26.95108,-10.15844,-65.97535,0,69.38582,-20.91948,-43.30319,32.3521,
0,0,0,0,-17.55517,-39.65809,0,39.65809,17.55517,0,29.51769,-31.43846,0,-47.28176,-93.44479,-21.15038,-66.16029,-88.1665,0,31.43846,-29.51769,-21.15038,88.1665,66.16029,0,93.44479,47.28176,0,0,0,29.51769,-10.70135,-80.10187,31.43846,58.17052,13.50888,-17.55517,-10.70135,-13.50888,-47.28176,86.15299,60.17543,88.1665,-51.85542,0,39.65809,58.17052,80.10187,-66.16029,-51.85542,0,93.44479,-68.11531,-60.17543,0,0,0,-31.43846,-13.50888,-58.17052,-29.51769,80.10187,10.70135,-39.65809,-80.10187,-58.17052,-93.44479,60.17543,68.11531,66.16029,0,51.85542,17.55517,13.50888,10.70135,-88.1665,0,51.85542,47.28176,-60.17543,-86.15299,
